currencyPurchase,pricePurchase,expensesCurrency,expensesPrice,direcction,coveredArea,bedrooms,antiquity,toilets,environments,garages,condition,provision,provision_Contra Frente ,provision_Contrafrente ,provision_Frente ,provision_Interno ,provision_Lateral ,condition_ ,condition_A Refaccionar ,condition_Bueno ,condition_Excelente ,condition_Muy Bueno ,condition_Regular 
USD,390.000,$,35.0,REPUBLICA DE LA INDIA 2800,96,2,10000,3,3,1,Muy Bueno ,,0,0,0,0,0,0,0,0,0,1,0
USD,165.000,$,11.0,Gral  I. CHENAUT al 1900,47,1,10000,1,2,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,110.000,$,25.0,Av. Santa Fe 3900,74,2,10000,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,108.000,$,5.9,Bonpland al 2300,64,2,10000,1,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,89.000,$,32.0,Av. Córdoba 4300,35,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,89.000,$,9.955,"Ciudad De La Paz 500, Piso 3","47,56",2,45,1,3,0,Excelente ,Interno ,0,0,0,1,0,0,0,0,1,0,0
USD,115.000,$,10.42,"Ciudad De La Paz 400, Piso 1",43,1,10000,1,2,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,1.700.000,$,32.0,Libertador 3800,0,2,A,3,3,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,110.000,$,3.5,"Santa Fe   3000 11°  3000, Piso 11",35,1,10000,1,2,0,Muy Bueno ,,0,0,0,0,0,0,0,0,0,1,0
USD,129.000,$,14.0,"J Newbery 2500, Piso PB","53,30",2,10000,1,3,0,Bueno ,Interno ,0,0,0,1,0,0,0,1,0,0,0
USD,186.000,$,24.2,"Av Cabildo 100, Piso 3","88,29",3,10000,3,4,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,82.000,$,14.094,"Ciudad De La Paz 100, Piso 7",29,Monoambiente,10000,1,1,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,49.000,$,3.169,"Godoy Cruz 2800, Piso 1","25,60",Monoambiente,10000,1,1,0,Muy Bueno ,Interno ,0,0,0,1,0,0,0,0,0,1,0
USD,144.000,$,22.0,"Av Santa Fe 4900, Piso 4","56,43",2,10000,1,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,159.000,$,25.0,"J Salguero 1900, Piso PB","80,04",3,10000,2,4,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,215.000,$,12.36,"Av Gral Luis Maria Campos 300, Piso 3",84,3,10000,3,4,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,95.000,$,6.168,"Ciudad De La Paz 200, Piso 4","37,68",1,10000,1,2,0,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,129.000,$,26.104,"J Newbery 2400, Piso 8","56,80",2,10000,1,3,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,81.000,$,14.96,"Gurruchaga 2300, Piso 4","33,08",Monoambiente,10000,1,1,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,89.000,$,3.0,"Av. Cerviño 3296  3200 7°  3200, Piso 7",22,Monoambiente,29,1,1,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,63.000,$,13.924,"Guatemala 4400, Piso 6","30,50",1,10000,1,2,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,195.000,$,18.4,Cerviño 3500,57,2,48,2,3,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,590.000,$,38.0,Cerviño al 3500,117,3,A,3,4,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,590.000,$,35.0,Cerviño al 3500,117,3,A,3,4,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,400.000,$,100.0,"Billinghurst 1700, Piso 9",225,4,10000,2,5,2,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,135.000,$,14.054,Vidt al 1900 entre Guemes y Charcas,58,2,10000,1,3,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,325.000,$,15.0,"Av Cerviño 3500, Piso 5",94,2,10000,2,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,169.000,$,32.0,Julian Alvarez al 1982 602,46,1,10000,1,2,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,117.000,$,12.0,"Gral Guemes 4300, Piso 8",39,1,38,1,2,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,520.000,$,32.0,Santa Rosa al 5100,205,4,60,3,7,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,500.000,$,10.0,Beruti  al 4600,90,2,A,2,3,1, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,920.000,$,80.0,cerviño al 4600,233,3,10000,4,4,2, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,55.000,$,9.766,"Esteban A Gascon 1000, Piso 2","23,07",Monoambiente,10000,1,1,0,Muy Bueno ,Interno ,0,0,0,1,0,0,0,0,0,1,0
USD,409.900,$,18.0,"Republica Arabe Siria 3000, Piso 8",75,1,8,1,2,1,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,98.000,$,6.0,PARAGUAY  4500,45,Monoambiente,40,1,2,0,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,134.000,$,20.0,BERUTI al 4500,58,2,10000,1,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,255.000,$,12.0,Billinghurst al 1100,65,2,10000,2,3,1, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,179.000,$,32.0,Matienzo al 2400,63,3,10000,1,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,449.900,$,32.0,Julián Álvarez 1100,230,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,105.000,$,32.0,"CABRERA, JOSE ANTONIO 3700, Piso 3",31,Monoambiente,1,1,1,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,105.000,$,32.0,"CORDOBA, AVDA. 5400, Piso 5",33,1,10000,1,1,0,Excelente ,,0,0,0,0,0,0,0,0,1,0,0
USD,939.800,$,20.0,"Av Cerviño 4500, Piso 20",115,2,10000,2,3,1,Excelente ,,0,0,0,0,0,0,0,0,1,0,0
USD,168.000,$,18.0,San Benito de Palermo al 1632,93,3,20,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,450.000,$,25.0,Figueroa Alcorta al 3000,89,2,10000,2,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,138.000,$,15.7,Pasaje Ancon 5300,54,2,10000,2,3,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,252.000,$,34.571,"AV. CORONEL DIAZ 2200, Piso 9","82,95",2,10000,2,3,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,159.000,$,32.0,paraguay  1600,63,2,10000,1,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,200.000,$,20.0,Gral Guemes 4500,125,3,10000,2,4,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,260.000,$,18.0,República Árabe Siria  3200,100,3,10000,2,4,0,A Refaccionar ,Frente ,0,0,1,0,0,0,1,0,0,0,0
USD,145.000,$,23.0,Av Santa Fe al 3500,84,2,10000,2,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,174.000,$,20.0,Fray Justo Santa Maria de Oro al 2400,70,2,10000,2,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,290.000,$,53.0,"JULIAN ALVAREZ  2400, Piso 6",130,3,10000,1,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,280.000,$,8.5,"Godoy Cruz 2900, Piso 8",58,2,10000,1,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,193.000,$,23.98,Av. Cabildo 100,94,3,10000,3,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,149.000,$,16.264,"J Salguero 1100, Piso 2","48,91",1,10000,1,2,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,330.000,$,45.0,Scalabrini Ortíz 3000,90,3,10000,2,4,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
Consultar,precio,$,32.0,Lafinur 3200,52,1,10000,1,2,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,195.000,$,24.6,Soler al 4900,55,1,10000,2,2,1, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,690.000,$,80.0,"Demaria al 4400, Palermo",145,3,10000,2,5,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,109.000,$,20.0,"Santos Dumont 2400, Piso 5","43,30",1,42,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,169.000,$,32.836,"M Zapata 400, Piso 5","73,37",3,10000,2,4,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,173.000,$,15.0,"Tte B Matienzo 2400, Piso 2","85,82",2,10000,1,3,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,90.000,$,4.0,"Gral M Soler 4700, Piso 1",30,1,10000,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,390.000,$,76.2,Av. del Libertador 2200,106,2,10000,2,3,1,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,169.000,$,32.0,Gelly 3400,53,2,10000,1,3,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,750.000,$,32.0,Gurruchaga al 1400,244,2,A,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,320.000,$,57.0,"Av Gral Las Heras 3200, Piso 7",110,3,10000,2,4,1,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,109.000,$,32.0,Uriarte 1400,52,2,10000,1,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,99.000,$,23.0,"Araoz 2700, Piso 9",46,1,10000,1,2,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,130.000,$,9.0,"Angel J Carranza 1300, Piso 5",37,Monoambiente,10000,1,1,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,195.000,$,19.1,Santa Fe 4900,80,3,10000,3,4,1,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,2.300.000,$,200.0,Marques De Aguado 2800,320,5,10000,5,8,2, ,,0,0,0,0,0,1,0,0,0,0,0
USD,80.000,$,32.0,Arévalo al 1400,31,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,100.000,$,19.0,Esteban A Gascon 1100,0,2,10000,1,3,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,137.000,$,41.325,"Av Cabildo 200, Piso 6","79,83",2,10000,2,3,0,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,137.000,$,41.325,"Av Cabildo 200, Piso 6","79,83",3,10000,2,4,0,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,320.000,$,18.0,Beruti  3800,119,3,10000,2,4,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,95.000,$,23.0,"Guemes  3100, Piso 2",36,1,10000,1,2,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,287.000,$,17.0,"Bonpland (coch,baul.amen.a Estren.) 2000, Piso 3",74,3,10000,2,4,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,65.000,$,4.9,Fray Justo Santa Maria De Oro 2100,30,Monoambiente,10000,1,1,0,Muy Bueno ,,0,0,0,0,0,0,0,0,0,1,0
USD,170.000,$,42.8,Sinclair 3200,63,2,10000,1,3,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,78.000,$,2.0,"Bulnes 1800, Piso P.B",27,Monoambiente,50,1,1,0,Bueno ,Contrafrente ,0,1,0,0,0,0,0,1,0,0,0
USD,209.000,$,8.87,"Bonpland 1500, Piso 2",64,2,10000,2,3,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,117.000,$,32.765,"J Newbery 2500, Piso 1","60,45",2,10000,1,3,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,135.000,$,6.9,Salguero 1100,76,2,42,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,87.000,$,11.5,ORO FRAY JUSTO SANTAMARIA 2700,22,Monoambiente,10000,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,115.000,$,12.6,"Bulnes 1100, Piso PB",41,1,10000,1,2,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,245.000,$,34.968,"Ciudad De La Paz 100, Piso 9","60,89",2,10000,3,3,1,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,159.000,$,11.0,Dr. Emilio Ravignani 1400,51,1,10000,1,2,1,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,160.000,$,20.0,"Malabia  2300, Piso 6",57,2,10000,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,165.000,$,16.2,"Bulnes 1200, Piso 6",50,2,10000,1,3,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,320.000,$,22.0,Juncal  3400,148,4,10000,3,5,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,100.000,$,7.0,REPUBLICA ARABE SIRIA 3100,43,2,10000,1,3,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,139.000,$,10.0,Gorriti 4600,48,1,10000,1,2,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,950.000,$,111.0,Billinghurst 2500,248,3,10000,2,5,2, ,,0,0,0,0,0,1,0,0,0,0,0
USD,240.000,$,32.0,"Santa Fe 4900, Piso 1","63,80",3,10000,2,4,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,55.000,$,4.1,Pacheco De Melo 2700,29,Monoambiente,10000,1,1,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,62.500,$,5.0,Paraguay al 4500,31,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,389.000,$,46.0,"PeÑa 3000, Piso 3",123,3,10000,2,4,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,125.000,$,32.0,Cabrera al 3900,43,1,10000,1,2,0, ,Lateral ,0,0,0,0,1,1,0,0,0,0,0
USD,180.000,$,7.0,"Nicaragua 4700, Piso PB",68,2,100,1,3,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,340.000,$,1.5,Bulnes  1500 1500,121,3,23,2,4,0,Bueno ,Lateral ,0,0,0,0,1,0,0,1,0,0,0
USD,143.900,$,32.0,Julian Alvarez 2400,70,2,10000,2,3,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,550.000,$,80.0,Migueletes 1000,180,3,10000,4,5,3, ,,0,0,0,0,0,1,0,0,0,0,0
USD,125.900,$,3.5,"Avenida Cordoba 5100, Piso 6",47,1,10000,1,2,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,100.000,$,3.5,"Avenida Cordoba 5100, Piso 1",42,Monoambiente,10000,1,1,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,99.500,$,3.5,"Avenida Cordoba 5100, Piso 7",37,Monoambiente,10000,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,95.400,$,3.5,"Avenida Cordoba 5100, Piso 5",35,Monoambiente,10000,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,97.700,$,3.5,"Avenida Cordoba 5100, Piso 7",35,Monoambiente,10000,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,133.500,$,4.0,"Avenida Cordoba 5100, Piso PB",42,Monoambiente,10000,1,1,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,129.775,$,32.0,Jorge Newbery 3400,50,1,10000,1,2,1, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,125.000,$,10.0,"Jose I Gorriti 4500, Piso 8",63,2,10000,1,3,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,110.000,$,32.0,GURRUCHAGA al 2200,69,2,10000,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,220.000,$,14.0,Rep De La India 2900,75,2,12,2,3,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,185.000,$,9.0,"Dorrego   1600 6°  1600, Piso 6",52,1,13,1,2,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,300.000,$,11.0,Dr T De Anchorena 1100,90,3,A,2,4,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,230.000,$,24.0,"Paraguay 4400, Piso 1",77,2,10000,2,3,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,350.000,$,48.0,"Avenida Coronel Díaz 1800, Piso 7",150,3,10000,2,4,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,139.000,$,15.0,"Carranza  1400, Piso 3",54,2,10000,1,3,0,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,179.000,$,27.5,Av. Luis María Campos  700,69,3,10000,2,4,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,245.000,$,17.0,San Benito de Palermo 1600,92,3,35,2,4,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,350.000,$,32.0,Pereyra Lucena  2500,105,2,10000,2,3,1, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,124.500,$,4.5,Av. Santa fe  3200,70,2,50,2,3,0,Muy Bueno ,Interno ,0,0,0,1,0,0,0,0,0,1,0
USD,845.000,$,70.0,"Avenida Libertador 2400, Piso 5",215,2,10000,3,3,1,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,130.000,$,32.0,"SALGUERO JERONIMO 2500, Piso 3",47,Monoambiente,10000,1,1,0,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,850.000,$,32.0,SCALABRINI ORTIZ RAUL 3000,314,4,10000,6,5,2,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,85.000,$,32.0,Bulnes 1200,34,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,165.000,$,19.0,Av. Cordoba 5400,52,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,120.000,$,17.9,"Guatemala 4200, Piso 7",50,Monoambiente,10000,1,1,1,Bueno ,Frente ,0,0,1,0,0,0,0,1,0,0,0
USD,275.000,$,52.0,Ugarteche 2800,0,3,10000,3,4,1,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,76.000,$,11.0,"Juan B Justo 700, Piso 2",42,1,10000,1,2,0,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,139.000,$,32.0,"Fitz Roy 2200, Piso 1",72,2,10000,2,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,115.000,$,32.0,Guatemala 4300,38,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,64.000,$,4.1,"Vidt 1700, Piso 1",27,Monoambiente,10000,1,1,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,89.000,$,32.0,Araoz 2600,49,2,10000,1,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,275.000,$,55.0,Güemes al 3700,124,3,10000,1,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,350.000,$,32.0,"Niceto Vega 5700, Piso PB",140,3,10000,4,4,0,Excelente ,Lateral ,0,0,0,0,1,0,0,0,1,0,0
USD,169.000,$,32.0,"Armenia  1200, Piso PB",52,2,10000,1,3,0,A Refaccionar ,Interno ,0,0,0,1,0,0,1,0,0,0,0
USD,140.000,$,18.0,Sinclair 2900,48,Monoambiente,10000,1,1,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,79.000,$,9.4,Guemes 3800,39,1,10000,1,2,0,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,178.000,$,26.454,Aráoz 2400,88,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,78.000,$,9.9,"Paraguay  4800, Piso 3",27,Monoambiente,10000,1,1,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,375.000,$,32.0,Juan Francisco Segui 4600,75,2,10000,2,3,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,160.000,$,15.0,GUISE 1900,71,2,10000,1,3,0,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,165.000,$,15.0,Av. Santa Fe al 5200,70,2,10000,1,3,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,449.900,$,32.0,Silvio L. Ruggieri 2700,171,8,10000,2,9,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,75.000,$,8.0,GUEMES 4500,38,1,10000,1,2,0,Muy Bueno ,Interno ,0,0,0,1,0,0,0,0,0,1,0
USD,400.000,$,60.0,"Migueletes 1000, Piso 17",175,4,10000,4,5,0,Excelente ,Contra Frente ,1,0,0,0,0,0,0,0,1,0,0
USD,93.500,$,32.0,Arévalo al 1400,33,Monoambiente,10000,1,1,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,130.000,$,15.0,SANTOS DUMONT al 2700,57,2,10000,1,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,920.000,$,32.0,Silvio L. Ruggieri 2700,402,13,100,3,14,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,400.000,$,32.0,Matienzo  2400,200,4,70,3,5,0,Excelente ,,0,0,0,0,0,0,0,0,1,0,0
USD,520.000,$,32.0,CARRANZA al 1900,315,4,20,3,7,2, ,,0,0,0,0,0,1,0,0,0,0,0
USD,159.000,$,21.5,soler al 4700,59,2,10000,1,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,280.000,$,32.0,"Uriarte 1500, Piso 1",187,5,10000,4,7,0,Muy Bueno ,Contra Frente ,1,0,0,0,0,0,0,0,0,1,0
USD,182.000,$,16.9,"Charcas 3654, 6º C",70,2,40,2,3,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,170.000,$,32.0,"Fitz Roy 1200, Piso PB",75,2,10000,1,3,0, ,Interno ,0,0,0,1,0,1,0,0,0,0,0
USD,144.000,$,20.5,JUNCAL al 4500,50,1,10000,1,2,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,155.000,$,32.0,PALERMO AV. SANTA FE  4400,68,3,10000,2,4,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,295.000,$,32.0,VIDT al 2000,110,3,10000,1,4,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,285.000,$,32.7,"Av Pres J Figueroa Alcorta 3400, Piso 2",79,2,10000,1,3,0,Muy Bueno ,Contrafrente ,0,1,0,0,0,0,0,0,0,1,0
USD,245.000,$,32.0,Av. Dorrego 2700,110,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,620.000,$,120.0,Avenida del Libertador 2400. Entre Coronel Diaz y Bulnes,245,3,10000,3,4,1, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,117.000,$,11.88,"Av Cabildo 200, Piso 5","54,39",2,10000,1,3,0,Muy Bueno ,Lateral ,0,0,0,0,1,0,0,0,0,1,0
USD,73.500,$,12.0,"Aguilar 2300, Piso 10",38,1,10000,1,2,0, ,Contra Frente ,1,0,0,0,0,1,0,0,0,0,0
USD,130.000,$,16.0,Santos Dumont al 3500,50,Monoambiente,10,1,1,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,187.000,$,8.0,ORTEGA Y GASSET al 1800,51,1,5,1,2,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,109.000,$,4.0,"P Del Castillo 100, Piso 4",48,1,A,1,1,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,86.000,$,8.0,Concepción Arenal 3500,34,Monoambiente,5,1,1,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,400.000,$,19.0,"Jorge L Borges  2300 4°  2300, Piso 4",177,3,60,3,4,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,380.000,$,50.0,SANCHEZ DE BUSTAMANTE al 1800,181,3,10000,3,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,86.900,$,32.0,Fitz Roy 700,68,1,35,1,2,0,Bueno ,,0,0,0,0,0,0,0,1,0,0,0
USD,75.000,$,7.8,"Godoy Cruz  2949, 1 11",38,1,10000,1,2,0, ,Interno ,0,0,0,1,0,1,0,0,0,0,0
USD,250.000,$,19.5,Teodoro García al 1700 - PB,50,3,10000,2,4,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,275.700,$,32.0,Av. Córdoba al 4300 - Piso  1,99,3,10000,2,4,0, ,Lateral ,0,0,0,0,1,1,0,0,0,0,0
USD,145.000,$,32.0,REPUBLICA de ESLOVENIA al 1800,57,1,10000,1,2,0, ,,0,0,0,0,0,1,0,0,0,0,0
USD,1.650.000,$,30.0,LIBERTADOR al 5100,245,4,10000,3,6,3, ,,0,0,0,0,0,1,0,0,0,0,0
USD,295.000,$,30.0,Maure al 1700,100,3,10000,2,4,1, ,,0,0,0,0,0,1,0,0,0,0,0
USD,109.000,$,13.0,Soldado de la Independencia al 1200,47,2,10000,1,3,0, ,Contrafrente ,0,1,0,0,0,1,0,0,0,0,0
USD,175.000,$,11.9,Charcas 4000,85,2,10000,2,3,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,285.000,$,42.0,"Gral Guemes 4400, Piso 8",147,4,10000,2,5,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
USD,160.000,$,6.5,"Charcas 5100, Piso 1",54,1,5,1,2,1,Muy Bueno ,Frente ,0,0,1,0,0,0,0,0,0,1,0
USD,255.000,$,14.7,BORGES AL 2200,92,2,60,1,3,0, ,Lateral ,0,0,0,0,1,1,0,0,0,0,0
USD,470.000,$,32.0,J F Segui 4700,96,2,10000,2,3,1,Excelente ,,0,0,0,0,0,0,0,0,1,0,0
USD,115.000,$,32.0,"Av Cordoba 5200, Piso 6",35,Monoambiente,A,1,1,0,Excelente ,Frente ,0,0,1,0,0,0,0,0,1,0,0
USD,160.000,$,32.0,"Av Cordoba 5200, Piso 2",53,1,A,1,2,0,Excelente ,Contrafrente ,0,1,0,0,0,0,0,0,1,0,0
USD,92.000,$,32.0,Arevalo 1474 - 3- 01,30,1,A,1,1,0, ,Frente ,0,0,1,0,0,1,0,0,0,0,0
